净值日期,单位净值
1703001600000,4.6107
1703088000000,4.6005
1703174400000,4.6306
1703433600000,4.6336
1703520000000,4.6479
1703606400000,4.6641
1703692800000,4.6644
1703779200000,4.6391
1703952000000,4.6391
1704124800000,4.6782
1704211200000,4.6573
1704297600000,4.6467
1704384000000,4.6429
1704643200000,4.6331
1704729600000,4.6297
1704816000000,4.6242
1704902400000,4.6253
1704988800000,4.6347
1705248000000,4.6756
1705334400000,4.6685
1705420800000,4.6164
1705507200000,4.6038
1705593600000,4.6376
1705852800000,4.6267
1705939200000,4.6278
1706025600000,4.6228
1706112000000,4.6013
1706198400000,4.6346
1706457600000,4.6339
1706544000000,4.6431
1706630400000,4.6417
1706716800000,4.6417
1706803200000,4.6758
1707062400000,4.6329
1707148800000,4.6299
1707235200000,4.6421
1707321600000,4.6469
1708272000000,4.6362
1708358400000,4.6375
1708444800000,4.6367
1708531200000,4.6342
1708617600000,4.6193
1708876800000,4.6458
1708963200000,4.6528
1709049600000,4.6412
1709136000000,4.6495
1709222400000,4.6731
1709481600000,4.7271
1709568000000,4.7996
1709654400000,4.831
1709740800000,4.8825
1709827200000,4.8896
1710086400000,4.9035
1710172800000,4.8838
1710259200000,4.8793
1710345600000,4.8833
1710432000000,4.9016
1710691200000,4.8644
1710777600000,4.872
1710864000000,4.8829
1710950400000,4.9767
1711036800000,4.9403
1711296000000,4.9397
1711382400000,4.9529
1711468800000,4.9859
1711555200000,5.0134
1711641600000,5.0978
1711900800000,5.1574
1711987200000,5.1579
1712073600000,5.1937
1712505600000,5.3536
1712592000000,5.367
1712678400000,5.3901
1712764800000,5.3537
1712851200000,5.4797
1713110400000,5.3974
1713196800000,5.4341
1713283200000,5.4529
1713369600000,5.4422
1713456000000,5.4633
1713715200000,5.3764
1713801600000,5.2552
1713888000000,5.2964
1713974400000,5.2943
1714060800000,5.3404
1714320000000,5.3025
1714406400000,5.2714
1714924800000,5.2547
1715011200000,5.2616
1715097600000,5.2551
1715184000000,5.2478
1715270400000,5.3719
1715529600000,5.3399
1715616000000,5.3172
1715702400000,5.3683
1715788800000,5.4103
1715875200000,5.4207
1716134400000,5.5395
1716220800000,5.4929
1716307200000,5.4894
1716393600000,5.3748
1716480000000,5.3233
1716739200000,5.3248
1716825600000,5.3354
1716912000000,5.3648
1716998400000,5.3257
1717084800000,5.3438
1717344000000,5.301
1717430400000,5.3424
1717516800000,5.311
1717603200000,5.3988
1717689600000,5.404
1718035200000,5.2497
1718121600000,5.2692
1718208000000,5.2719
1718294400000,5.2716
1718553600000,5.282
1718640000000,5.2849
1718726400000,5.3081
1718812800000,5.3494
1718899200000,5.3678
1719158400000,5.3071
1719244800000,5.3044
1719331200000,5.2699
1719417600000,5.2476
1719504000000,5.3054
1719676800000,5.3053
1719763200000,5.2987
1719849600000,5.3015
1719936000000,5.3464
1720022400000,5.3685
1720108800000,5.383
1720368000000,5.395
1720454400000,5.3629
1720540800000,5.4104
1720627200000,5.4193
1720713600000,5.4337
1720972800000,5.4373
1721059200000,5.5062
1721145600000,5.5693
1721232000000,5.571
1721318400000,5.4201
1721577600000,5.4334
1721664000000,5.4013
1721750400000,5.4625
1721836800000,5.3276
1721923200000,5.3573
1722182400000,5.3889
1722268800000,5.3878
1722355200000,5.4319
1722441600000,5.4834
1722528000000,5.508
1722787200000,5.4068
1722873600000,5.3448
1722960000000,5.3488
1723046400000,5.3532
1723132800000,5.4088
1723392000000,5.439
1723478400000,5.4751
1723564800000,5.4641
1723651200000,5.4539
1723737600000,5.4585
1723996800000,5.5171
1724083200000,5.5217
1724169600000,5.5385
1724256000000,5.5229
1724342400000,5.5099
1724601600000,5.5415
1724688000000,5.5328
1724774400000,5.5264
1724860800000,5.5414
1724947200000,5.5273
1725206400000,5.5006
1725292800000,5.5081
1725379200000,5.47
1725465600000,5.5108
1725552000000,5.5209
1725811200000,5.4958
1725897600000,5.5195
1725984000000,5.5484
1726070400000,5.5412
1726156800000,5.6138
1726588800000,5.6081
1726675200000,5.6182
1726761600000,5.6686
1727020800000,5.706
1727107200000,5.704
1727193600000,5.7389
1727280000000,5.7531
1727366400000,5.7532
1727625600000,5.7344
1728316800000,5.7161
1728403200000,5.6699
1728489600000,5.6915
1728576000000,5.7531
1728835200000,5.7867
1728921600000,5.81
1729008000000,5.8744
1729094400000,5.9004
1729180800000,5.9406
1729440000000,6.0098
1729526400000,6.0188
1729612800000,6.0542
1729699200000,5.9995
1729785600000,5.9845
1730044800000,6.0145
1730131200000,6.0611
1730217600000,6.1308
1730304000000,6.1043
1730390400000,6.0432
1730649600000,6.0025
1730736000000,6.0052
1730822400000,6.0139
1730908800000,5.8726
1730995200000,5.8999
1731254400000,5.9039
1731340800000,5.8032
1731427200000,5.8053
1731513600000,5.6902
1731600000000,5.6981
1731859200000,5.7638
1731945600000,5.8451
1732032000000,5.852
1732118400000,5.9327
1732204800000,6.0047
1732464000000,5.9331
1732550400000,5.8415
1732636800000,5.9066
1732723200000,5.887
1732809600000,5.9168
1733068800000,5.9001
1733155200000,5.9341
1733241600000,5.9258
1733328000000,5.9271
1733414400000,5.9086
1733673600000,5.9387
1733760000000,5.9615
1733846400000,6.0109
1733932800000,6.0496
1734019200000,5.9882
1734278400000,5.9485
1734364800000,5.9472
1734451200000,5.9306
1734537600000,5.9114
1734624000000,5.8854
1734883200000,5.9483
1734969600000,5.9284
1735056000000,5.9325
1735142400000,5.9445
1735228800000,5.949
1735488000000,5.929
1735574400000,5.9127
1735747200000,5.9815
1735833600000,6.0283
1736092800000,6.0035
1736179200000,6.0099
1736265600000,6.0418
1736352000000,6.0611
1736438400000,6.0941
1736697600000,6.1234
1736784000000,6.0805
1736870400000,6.1001
1736956800000,6.1245
1737043200000,6.1302
1737302400000,6.1281
1737388800000,6.1424
1737475200000,6.1855
1737561600000,6.1908
1737648000000,6.2045
1737907200000,6.1816
1738684800000,6.4182
1738771200000,6.4135
1738857600000,6.4288
1739116800000,6.5306
1739203200000,6.5686
1739289600000,6.536
1739376000000,6.571
1739462400000,6.5971
1739721600000,6.4981
1739808000000,6.5607
1739894400000,6.5994
1739980800000,6.621
1740067200000,6.5662
1740326400000,6.586
1740412800000,6.5818
1740499200000,6.5256
1740585600000,6.4984
1740672000000,6.4438
1740931200000,6.452
1741017600000,6.5288
1741104000000,6.5465
1741190400000,6.5278
1741276800000,6.5255
1741536000000,6.5493
1741622400000,6.4993
1741708800000,6.525
1741795200000,6.5668
1741881600000,6.6532
1742140800000,6.6776
1742227200000,6.7289
1742313600000,6.7946
1742400000000,6.8093
1742486400000,6.7841
1742745600000,6.7776
1742832000000,6.765
1742918400000,6.7952
1743004800000,6.8089
1743091200000,6.9223
1743350400000,7.0151
1743436800000,7.0639
1743523200000,7.0324
1743609600000,7.0914
1743955200000,6.8615
1744041600000,6.8873
1744128000000,6.994
1744214400000,7.1149
1744300800000,7.2666
1744560000000,7.3165
1744646400000,7.3213
1744732800000,7.5003
1744819200000,7.5437
1744905600000,7.5685
1745164800000,7.7163
1745251200000,7.9238
1745337600000,7.553
1745424000000,7.6049
1745510400000,7.5394
1745769600000,7.4695
1745856000000,7.4858
1745942400000,7.4864
1746460800000,7.6008
1746547200000,7.6612
1746633600000,7.5469
1746720000000,7.5352
1746979200000,7.2835
1747065600000,7.3273
1747152000000,7.2758
1747238400000,7.0595
1747324800000,7.1608
1747584000000,7.237
1747670400000,7.2276
1747756800000,7.422
1747843200000,7.466
1747929600000,7.4457
1748188800000,7.4223
1748275200000,7.3727
1748361600000,7.3818
1748448000000,7.3171
1748534400000,7.373
1748880000000,7.4668
1748966400000,7.4749
1749052800000,7.4918
1749139200000,7.4791
1749398400000,7.4055
1749484800000,7.4089
1749571200000,7.4284
1749657600000,7.4845
1749744000000,7.5946
1750003200000,7.5576
1750089600000,7.5092
1750176000000,7.4963
1750262400000,7.4538
1750348800000,7.4533
1750608000000,7.4586
1750694400000,7.3714
1750780800000,7.3957
1750867200000,7.4162
1750953600000,7.3172
1751212800000,7.3274
1751299200000,7.4083
1751385600000,7.3876
1751472000000,7.4395
1751558400000,7.3987
1751817600000,7.3587
1751904000000,7.3943
1751990400000,7.3166
1752076800000,7.3773
1752163200000,7.3765
1752422400000,7.4502
1752508800000,7.437
1752595200000,7.4022
1752681600000,7.3879
1752768000000,7.4125
1753027200000,7.449
1753113600000,7.4778
1753200000000,7.5557
1753286400000,7.4296
1753372800000,7.4182
1753632000000,7.3948
1753718400000,7.3554
1753804800000,7.3743
1753891200000,7.3519
1753977600000,7.3512
1754236800000,7.4344
1754323200000,7.4711
1754409600000,7.4642
1754496000000,7.4921
1754582400000,7.5026
1754841600000,7.4293
1754928000000,7.4093
1755014400000,7.4233
1755100800000,7.4242
1755187200000,7.4096
1755446400000,7.418
1755532800000,7.4044
1755619200000,7.3774
1755705600000,7.3942
1755792000000,7.3928
1756051200000,7.4303
1756137600000,7.4421
1756224000000,7.4513
1756310400000,7.4682
1756396800000,7.4858
1756656000000,7.6091
1756742400000,7.6597
1756828800000,7.7461
1756915200000,7.7479
1757001600000,7.7698
1757260800000,7.8621
1757347200000,7.9653
1757433600000,7.9437
1757520000000,7.9128
1757606400000,7.9498
1757865600000,7.9284
1757952000000,8.0289
1758038400000,7.9631
1758124800000,7.8934
1758211200000,7.9135
