净值日期,单位净值
1374076800000,1.0
1374163200000,1.001
1374422400000,1.006
1374595200000,2.687
1374768000000,2.665
1375027200000,2.643
1375113600000,2.641
1375200000000,2.657
1375286400000,2.644
1375372800000,2.583
1375632000000,2.635
1375718400000,2.599
1375804800000,2.571
1375891200000,2.59
1375977600000,2.622
1376236800000,2.667
1376323200000,2.679
1376409600000,2.647
1376496000000,2.671
1376582400000,2.718
1376841600000,2.735
1376928000000,2.705
1377014400000,2.721
1377100800000,2.716
1377187200000,2.73
1377446400000,2.774
1377532800000,2.781
1377619200000,2.82
1377705600000,2.797
1377792000000,2.774
1378051200000,2.767
1378137600000,2.761
1378224000000,2.789
1378310400000,2.754
1378396800000,2.73
1378656000000,2.758
1378742400000,2.735
1378828800000,2.72
1378915200000,2.678
1379001600000,2.624
1379260800000,2.634
1379347200000,2.616
1379433600000,2.587
1379865600000,2.631
1379952000000,2.621
1380038400000,2.619
1380124800000,2.642
1380211200000,2.632
1380470400000,2.653
1381161600000,2.628
1381248000000,2.617
1381334400000,2.594
1381420800000,2.574
1381680000000,2.548
1381766400000,2.529
1381852800000,2.546
1381939200000,2.536
1382025600000,2.597
1382284800000,2.603
1382371200000,2.591
1382457600000,2.621
1382544000000,2.622
1382630400000,2.624
1382889600000,2.637
1382976000000,2.638
1383062400000,2.635
1383148800000,2.618
1383235200000,2.603
1383494400000,2.58
1383580800000,2.583
1383667200000,2.577
1383753600000,2.586
1383840000000,2.571
1384099200000,2.529
1384185600000,2.516
1384272000000,2.506
1384358400000,2.526
1384444800000,2.526
1384704000000,2.527
1384790400000,2.505
1384876800000,2.508
1384963200000,2.458
1385049600000,2.453
1385308800000,2.429
1385395200000,2.469
1385481600000,2.455
1385568000000,2.442
1385654400000,2.443
1385913600000,2.454
1386000000000,2.418
1386086400000,2.405
1386172800000,2.432
1386259200000,2.431
1386518400000,2.436
1386604800000,2.446
1386691200000,2.464
1386777600000,2.457
1386864000000,2.418
1387123200000,2.424
1387209600000,2.452
1387296000000,2.427
1387382400000,2.407
1387468800000,2.361
1387728000000,2.385
1387814400000,2.373
1387900800000,2.387
1387987200000,2.39
1388073600000,2.402
1388332800000,2.385
1388419200000,2.362
1388592000000,2.42
1388678400000,2.434
1388937600000,2.451
1389024000000,2.455
1389110400000,2.417
1389196800000,2.416
1389283200000,2.428
1389542400000,2.462
1389628800000,2.461
1389715200000,2.439
1389801600000,2.442
1389888000000,2.451
1390147200000,2.466
1390233600000,2.456
1390320000000,2.436
1390406400000,2.43
1390492800000,2.466
1390752000000,2.475
1390838400000,2.457
1390924800000,2.457
1391011200000,2.461
1391702400000,2.48
1391961600000,2.501
1392048000000,2.512
1392134400000,2.518
1392220800000,2.519
1392307200000,2.564
1392566400000,2.596
1392652800000,2.578
1392739200000,2.58
1392825600000,2.573
1392912000000,2.591
1393171200000,2.603
1393257600000,2.621
1393344000000,2.65
1393430400000,2.612
1393516800000,2.625
1393776000000,2.66
1393862400000,2.638
1393948800000,2.629
1394035200000,2.628
1394121600000,2.651
1394380800000,2.623
1394467200000,2.643
1394553600000,2.672
1394640000000,2.696
1394726400000,2.694
1394985600000,2.731
1395072000000,2.689
1395158400000,2.68
1395244800000,2.653
1395331200000,2.651
1395590400000,2.638
1395676800000,2.611
1395763200000,2.619
1395849600000,2.594
1395936000000,2.584
1396195200000,2.577
1396281600000,2.562
1396368000000,2.561
1396454400000,2.57
1396540800000,2.575
1396886400000,2.609
1396972800000,2.61
1397059200000,2.629
1397145600000,2.625
1397404800000,2.648
1397491200000,2.621
1397577600000,2.6
1397664000000,2.593
1397750400000,2.593
1398009600000,2.576
1398096000000,2.585
1398182400000,2.579
1398268800000,2.577
1398355200000,2.597
1398614400000,2.619
1398700800000,2.601
1398787200000,2.603
1399219200000,2.629
1399305600000,2.63
1399392000000,2.628
1399478400000,2.591
1399564800000,2.592
1399824000000,2.592
1399910400000,2.596
1399996800000,2.604
1400083200000,2.611
1400169600000,2.598
1400428800000,2.608
1400515200000,2.599
1400601600000,2.6
1400688000000,2.602
1400774400000,2.602
1401033600000,2.597
1401120000000,2.584
1401206400000,2.551
1401292800000,2.523
1401379200000,2.53
1401724800000,2.511
1401811200000,2.512
1401897600000,2.506
1401984000000,2.53
1402243200000,2.524
1402329600000,2.518
1402416000000,2.527
1402502400000,2.523
1402588800000,2.546
1402848000000,2.57
1402934400000,2.54
1403020800000,2.546
1403107200000,2.563
1403193600000,2.628
1403452800000,2.64
1403539200000,2.639
1403625600000,2.632
1403712000000,2.631
1403798400000,2.634
1404057600000,2.622
1404144000000,2.643
1404230400000,2.649
1404316800000,2.641
1404403200000,2.643
1404662400000,2.621
1404748800000,2.634
1404835200000,2.641
1404921600000,2.652
1405008000000,2.673
1405267200000,2.637
1405353600000,2.621
1405440000000,2.596
1405526400000,2.609
1405612800000,2.621
1405872000000,2.63
1405958400000,2.615
1406044800000,2.616
1406131200000,2.593
1406217600000,2.583
1406476800000,2.602
1406563200000,2.603
1406649600000,2.589
1406736000000,2.583
1406822400000,2.561
1407081600000,2.581
1407168000000,2.573
1407254400000,2.57
1407340800000,2.592
1407427200000,2.616
1407686400000,2.599
1407772800000,2.605
1407859200000,2.602
1407945600000,2.61
1408032000000,2.607
1408291200000,2.581
1408377600000,2.576
1408464000000,2.57
1408550400000,2.544
1408636800000,2.545
1408896000000,2.539
1408982400000,2.564
1409068800000,2.556
1409155200000,2.558
1409241600000,2.557
1409500800000,2.558
1409587200000,2.535
1409673600000,2.519
1409760000000,2.516
1409846400000,2.509
1410192000000,2.488
1410278400000,2.491
1410364800000,2.479
1410451200000,2.459
1410710400000,2.455
1410796800000,2.461
1410883200000,2.46
1410969600000,2.43
1411056000000,2.427
1411315200000,2.398
1411401600000,2.416
1411488000000,2.432
1411574400000,2.4
1411660800000,2.435
1411920000000,2.417
1412006400000,2.42
1412697600000,2.42
1412784000000,2.433
1412870400000,2.425
1413129600000,2.444
1413216000000,2.444
1413302400000,2.429
1413388800000,2.452
1413475200000,2.457
1413734400000,2.456
1413820800000,2.478
1413907200000,2.462
1413993600000,2.457
1414080000000,2.432
1414339200000,2.43
1414425600000,2.426
1414512000000,2.427
1414598400000,2.382
1414684800000,2.313
1414944000000,2.317
1415030400000,2.303
1415116800000,2.267
1415203200000,2.262
1415289600000,2.261
1415548800000,2.315
1415635200000,2.286
1415721600000,2.312
1415808000000,2.297
1415894400000,2.281
1416153600000,2.354
1416240000000,2.353
1416326400000,2.361
1416412800000,2.347
1416499200000,2.363
1416758400000,2.38
1416844800000,2.379
1416931200000,2.383
1417017600000,2.373
1417104000000,2.363
1417363200000,2.297
1417449600000,2.398
1417536000000,2.386
1417622400000,2.389
1417708800000,2.399
1417968000000,2.379
1418054400000,2.413
1418140800000,2.471
1418227200000,2.442
1418313600000,2.439
1418572800000,2.441
1418659200000,2.401
1418745600000,2.403
1418832000000,2.413
1418918400000,2.419
1419177600000,2.413
1419264000000,2.379
1419350400000,2.375
1419436800000,2.377
1419523200000,2.392
1419782400000,2.41
1419868800000,2.385
1419955200000,2.416
1420387200000,2.417
1420473600000,2.436
1420560000000,2.442
1420646400000,2.438
1420732800000,2.44
1420992000000,2.469
1421078400000,2.485
1421164800000,2.487
1421251200000,2.462
1421337600000,2.531
1421596800000,2.57
1421683200000,2.572
1421769600000,2.615
1421856000000,2.585
1421942400000,2.61
1422201600000,2.62
1422288000000,2.596
1422374400000,2.604
1422460800000,2.587
1422547200000,2.545
1422806400000,2.592
1422892800000,2.595
1422979200000,2.56
1423065600000,2.566
1423152000000,2.562
1423411200000,2.51
1423497600000,2.515
1423584000000,2.501
1423670400000,2.471
1423756800000,2.489
1424016000000,2.499
1424102400000,2.485
1424793600000,2.458
1424880000000,2.459
1424966400000,2.461
1425225600000,2.487
1425312000000,2.463
1425398400000,2.455
1425484800000,2.443
1425571200000,2.436
1425830400000,2.387
1425916800000,2.367
1426003200000,2.365
1426089600000,2.37
1426176000000,2.359
1426435200000,2.361
1426521600000,2.342
1426608000000,2.322
1426694400000,2.357
1426780800000,2.357
1427040000000,2.379
1427126400000,2.39
1427212800000,2.394
1427299200000,2.422
1427385600000,2.417
1427644800000,2.399
1427731200000,2.367
1427817600000,2.379
1427904000000,2.415
1427990400000,2.406
1428336000000,2.426
1428422400000,2.431
1428508800000,2.397
1428595200000,2.4
1428854400000,2.425
1428940800000,2.402
1429027200000,2.394
1429113600000,2.414
1429200000000,2.411
1429459200000,2.429
1429545600000,2.397
1429632000000,2.411
1429718400000,2.381
1429804800000,2.399
1430064000000,2.378
1430150400000,2.415
1430236800000,2.425
1430323200000,2.41
1430668800000,2.38
1430755200000,2.388
1430841600000,2.398
1430928000000,2.379
1431014400000,2.386
1431273600000,2.382
1431360000000,2.379
1431446400000,2.4
1431532800000,2.438
1431619200000,2.445
1431878400000,2.464
1431964800000,2.446
1432051200000,2.421
1432137600000,2.428
1432224000000,2.427
1432483200000,2.414
1432569600000,2.401
1432656000000,2.386
1432742400000,2.382
1432828800000,2.384
1433088000000,2.377
1433174400000,2.383
1433260800000,2.384
1433347200000,2.368
1433433600000,2.359
1433692800000,2.355
1433779200000,2.36
1433865600000,2.377
1433952000000,2.373
1434038400000,2.372
1434297600000,2.375
1434384000000,2.382
1434470400000,2.365
1434556800000,2.384
1434643200000,2.403
1434988800000,2.382
1435075200000,2.352
1435161600000,2.36
1435248000000,2.358
1435507200000,2.364
1435593600000,2.358
1435680000000,2.352
1435766400000,2.336
1435852800000,2.345
1436112000000,2.345
1436198400000,2.347
1436284800000,2.299
1436371200000,2.334
1436457600000,2.335
1436716800000,2.324
1436803200000,2.315
1436889600000,2.32
1436976000000,2.304
1437062400000,2.3
1437321600000,2.243
1437408000000,2.224
1437494400000,2.196
1437580800000,2.203
1437667200000,2.179
1437926400000,2.22
1438012800000,2.202
1438099200000,2.203
1438185600000,2.181
1438272000000,2.175
1438531200000,2.2
1438617600000,2.188
1438704000000,2.183
1438790400000,2.182
1438876800000,2.194
1439136000000,2.205
1439222400000,2.256
1439308800000,2.33
1439395200000,2.318
1439481600000,2.306
1439740800000,2.313
1439827200000,2.317
1439913600000,2.324
1440000000000,2.352
1440086400000,2.387
1440345600000,2.4
1440432000000,2.383
1440518400000,2.363
1440604800000,2.337
1440691200000,2.338
1440950400000,2.343
1441036800000,2.352
1441123200000,2.355
1441555200000,2.315
1441641600000,2.311
1441728000000,2.316
1441814400000,2.286
1441900800000,2.289
1442160000000,2.283
1442246400000,2.284
1442332800000,2.285
1442419200000,2.31
1442505600000,2.324
1442764800000,2.345
1442851200000,2.339
1442937600000,2.33
1443024000000,2.344
1443110400000,2.357
1443369600000,2.341
1443456000000,2.309
1443542400000,2.308
1444233600000,2.352
1444320000000,2.351
1444579200000,2.376
1444665600000,2.367
1444752000000,2.401
1444838400000,2.418
1444924800000,2.409
1445184000000,2.399
1445270400000,2.404
1445356800000,2.406
1445443200000,2.393
1445529600000,2.408
1445788800000,2.386
1445875200000,2.388
1445961600000,2.403
1446048000000,2.377
1446134400000,2.342
1446393600000,2.336
1446480000000,2.324
1446566400000,2.291
1446652800000,2.273
1446739200000,2.276
1446998400000,2.247
1447084800000,2.245
1447171200000,2.247
1447257600000,2.237
1447344000000,2.235
1447603200000,2.258
1447689600000,2.225
1447776000000,2.212
1447862400000,2.218
1447948800000,2.234
1448208000000,2.211
1448294400000,2.217
1448380800000,2.231
1448467200000,2.22
1448553600000,2.209
1448812800000,2.182
1448899200000,2.218
1448985600000,2.208
1449072000000,2.183
1449158400000,2.201
1449417600000,2.251
1449504000000,2.248
1449590400000,2.235
1449676800000,2.23
1449763200000,2.232
1450022400000,2.242
1450108800000,2.219
1450195200000,2.225
1450281600000,2.234
1450368000000,2.217
1450627200000,2.241
1450713600000,2.254
1450800000000,2.248
1450886400000,2.249
1450972800000,2.253
1451232000000,2.251
1451318400000,2.252
1451404800000,2.246
1451491200000,2.233
1451836800000,2.249
1451923200000,2.268
1452009600000,2.283
1452096000000,2.334
1452182400000,2.337
1452441600000,2.351
1452528000000,2.326
1452614400000,2.295
1452700800000,2.316
1452787200000,2.307
1453046400000,2.319
1453132800000,2.315
1453219200000,2.325
1453305600000,2.344
1453392000000,2.327
1453651200000,2.339
1453737600000,2.372
1453824000000,2.373
1453910400000,2.37
1453996800000,2.367
1454256000000,2.383
1454342400000,2.387
1454428800000,2.387
1454515200000,2.42
1454601600000,2.441
1455465600000,2.539
1455552000000,2.516
1455638400000,2.542
1455724800000,2.532
1455811200000,2.568
1456070400000,2.551
1456156800000,2.563
1456243200000,2.572
1456329600000,2.605
1456416000000,2.606
1456675200000,2.59
1456761600000,2.613
1456848000000,2.588
1456934400000,2.616
1457020800000,2.649
1457280000000,2.651
1457366400000,2.664
1457452800000,2.639
1457539200000,2.616
1457625600000,2.651
1457884800000,2.622
1457971200000,2.578
1458057600000,2.592
1458144000000,2.64
1458230400000,2.626
1458489600000,2.598
1458576000000,2.622
1458662400000,2.583
1458748800000,2.551
1458835200000,2.561
1459094400000,2.558
1459180800000,2.551
1459267200000,2.587
1459353600000,2.558
1459440000000,2.571
1459785600000,2.555
1459872000000,2.561
1459958400000,2.557
1460044800000,2.574
1460304000000,2.61
1460390400000,2.614
1460476800000,2.599
1460563200000,2.58
1460649600000,2.57
1460908800000,2.5833
1460995200000,2.5995
1461081600000,2.6005
1461168000000,2.6278
1461254400000,2.6048
1461513600000,2.5908
1461600000000,2.5842
1461686400000,2.6069
1461772800000,2.6151
1461859200000,2.6633
1462204800000,2.7069
1462291200000,2.6835
1462377600000,2.676
1462464000000,2.6822
1462723200000,2.6809
1462809600000,2.6599
1462896000000,2.6702
1462982400000,2.6639
1463068800000,2.6747
1463328000000,2.6933
1463414400000,2.6787
1463500800000,2.6791
1463587200000,2.6448
1463673600000,2.6449
1463932800000,2.6408
1464019200000,2.6242
1464105600000,2.5841
1464192000000,2.5981
1464278400000,2.5799
1464537600000,2.5525
1464624000000,2.5685
1464710400000,2.5825
1464796800000,2.5793
1464883200000,2.5735
1465142400000,2.6243
1465228800000,2.6284
1465315200000,2.6504
1465747200000,2.7169
1465833600000,2.7144
1465920000000,2.7272
1466006400000,2.7759
1466092800000,2.7263
1466352000000,2.7193
1466438400000,2.7157
1466524800000,2.6849
1466611200000,2.6883
1466697600000,2.8135
1466956800000,2.8275
1467043200000,2.8158
1467129600000,2.829
1467216000000,2.814
1467302400000,2.8579
1467561600000,2.8977
1467648000000,2.8858
1467734400000,2.9371
1467820800000,2.9414
1467907200000,2.9152
1468166400000,2.9289
1468252800000,2.9228
1468339200000,2.893
1468425600000,2.8729
1468512000000,2.8692
1468771200000,2.8617
1468857600000,2.869
1468944000000,2.8573
1469030400000,2.8321
1469116800000,2.8487
1469376000000,2.8313
1469462400000,2.8383
1469548800000,2.8349
1469635200000,2.8756
1469721600000,2.8568
1469980800000,2.8802
1470067200000,2.8994
1470153600000,2.9174
1470240000000,2.8889
1470326400000,2.9196
1470585600000,2.8626
1470672000000,2.8883
1470758400000,2.8942
1470844800000,2.8767
1470931200000,2.8663
1471190400000,2.8718
1471276800000,2.878
1471363200000,2.8662
1471449600000,2.8869
1471536000000,2.8802
1471795200000,2.8617
1471881600000,2.8664
1471968000000,2.8652
1472054400000,2.8469
1472140800000,2.8469
1472400000000,2.833
1472486400000,2.8379
1472572800000,2.8299
1472659200000,2.8129
1472745600000,2.8226
1473004800000,2.8512
1473091200000,2.8609
1473177600000,2.8916
1473264000000,2.8899
1473350400000,2.8749
1473609600000,2.8618
1473696000000,2.8594
1473782400000,2.8474
1474214400000,2.8359
1474300800000,2.833
1474387200000,2.8419
1474473600000,2.8664
1474560000000,2.8659
1474819200000,2.8691
1474905600000,2.8728
1474992000000,2.847
1475078400000,2.8433
1475164800000,2.8474
1476028800000,2.7313
1476115200000,2.7316
1476201600000,2.7246
1476288000000,2.7302
1476374400000,2.7262
1476633600000,2.7288
1476720000000,2.7479
1476806400000,2.7443
1476892800000,2.7582
1476979200000,2.7536
1477238400000,2.7671
1477324800000,2.7713
1477411200000,2.7859
1477497600000,2.775
1477584000000,2.7737
1477843200000,2.7876
1477929600000,2.7994
1478016000000,2.824
1478102400000,2.8356
1478188800000,2.8277
1478448000000,2.8122
1478534400000,2.8054
1478620800000,2.8821
1478707200000,2.8245
1478793600000,2.7832
1479052800000,2.7184
1479139200000,2.7354
1479225600000,2.7312
1479312000000,2.7331
1479398400000,2.7056
1479657600000,2.7266
1479744000000,2.7228
1479830400000,2.7287
1479916800000,2.7027
1480003200000,2.6922
1480262400000,2.7046
1480348800000,2.6857
1480435200000,2.6779
1480521600000,2.6542
1480608000000,2.6522
1480867200000,2.6489
1480953600000,2.6458
1481040000000,2.6534
1481126400000,2.6838
1481212800000,2.6638
1481472000000,2.649
1481558400000,2.6524
1481644800000,2.6583
1481731200000,2.6291
1481817600000,2.6202
1482076800000,2.6267
1482163200000,2.6198
1482249600000,2.6089
1482336000000,2.5992
1482422400000,2.5999
1482681600000,2.6132
1482768000000,2.6159
1482854400000,2.6184
1482940800000,2.6292
1483027200000,2.6383
1483113600000,2.6383
1483372800000,2.6359
1483459200000,2.6481
1483545600000,2.6467
1483632000000,2.6523
1483891200000,2.6583
1483977600000,2.6805
1484064000000,2.6904
1484150400000,2.6928
1484236800000,2.6874
1484496000000,2.7045
1484582400000,2.7213
1484668800000,2.7099
1484755200000,2.6799
1484841600000,2.69
1485100800000,2.7023
1485187200000,2.6981
1485273600000,2.6802
1485360000000,2.662
1486051200000,2.6925
1486310400000,2.7173
1486396800000,2.741
1486483200000,2.7429
1486569600000,2.7625
1486656000000,2.7278
1486915200000,2.7458
1487001600000,2.74
1487088000000,2.7334
1487174400000,2.7487
1487260800000,2.7569
1487520000000,2.7544
1487606400000,2.7549
1487692800000,2.7554
1487779200000,2.7614
1487865600000,2.7956
1488124800000,2.8053
1488211200000,2.8176
1488297600000,2.7793
1488384000000,2.7828
1488470400000,2.7616
1488729600000,2.7647
1488816000000,2.7531
1488902400000,2.7373
1488988800000,2.7216
1489075200000,2.7035
1489334400000,2.7283
1489420800000,2.7124
1489507200000,2.7145
1489593600000,2.7582
1489680000000,2.7556
1489939200000,2.77
1490025600000,2.7569
1490112000000,2.7814
1490198400000,2.7815
1490284800000,2.7781
1490544000000,2.8046
1490630400000,2.8016
1490716800000,2.7967
1490803200000,2.7953
1490889600000,2.7774
1491321600000,2.8056
1491408000000,2.8014
1491494400000,2.8286
1491753600000,2.8133
1491840000000,2.8177
1491926400000,2.8434
1492012800000,2.8662
1492099200000,2.8653
1492358400000,2.8683
1492444800000,2.8606
1492531200000,2.8569
1492617600000,2.8543
1492704000000,2.853
1492963200000,2.8352
1493049600000,2.8323
1493136000000,2.8199
1493222400000,2.8252
1493308800000,2.8338
1493654400000,2.8088
1493740800000,2.8031
1493827200000,2.7614
1493913600000,2.7581
1494172800000,2.7545
1494259200000,2.7515
1494345600000,2.7384
1494432000000,2.7421
1494518400000,2.7545
1494777600000,2.7623
1494864000000,2.7665
1494950400000,2.7755
1495036800000,2.7976
1495123200000,2.7921
1495382400000,2.7994
1495468800000,2.8134
1495555200000,2.7845
1495641600000,2.7968
1495728000000,2.8027
1496160000000,2.7893
1496246400000,2.7892
1496332800000,2.7809
1496592000000,2.8179
1496678400000,2.8312
1496764800000,2.8368
1496851200000,2.8263
1496937600000,2.7966
1497196800000,2.7879
1497283200000,2.7829
1497369600000,2.7923
1497456000000,2.7741
1497542400000,2.7683
1497801600000,2.7619
1497888000000,2.7594
1497974400000,2.7572
1498060800000,2.774
1498147200000,2.7769
1498406400000,2.7781
1498492800000,2.7647
1498579200000,2.7585
1498665600000,2.7494
1498752000000,2.7301
1499011200000,2.7175
1499097600000,2.7029
1499184000000,2.6993
1499270400000,2.7003
1499356800000,2.6971
1499616000000,2.657
1499702400000,2.6747
1499788800000,2.6881
1499875200000,2.6901
1499961600000,2.6771
1500220800000,2.7021
1500307200000,2.7076
1500393600000,2.7126
1500480000000,2.712
1500566400000,2.7309
1500825600000,2.737
1500912000000,2.7372
1500998400000,2.7218
1501084800000,2.7448
1501171200000,2.7417
1501430400000,2.7498
1501516800000,2.7518
1501603200000,2.7468
1501689600000,2.7328
1501776000000,2.7513
1502035200000,2.7325
1502121600000,2.729
1502208000000,2.7401
1502294400000,2.7516
1502380800000,2.7659
1502640000000,2.7647
1502726400000,2.7457
1502812800000,2.7437
1502899200000,2.7686
1502985600000,2.7836
1503244800000,2.7737
1503331200000,2.7654
1503417600000,2.7686
1503504000000,2.7694
1503590400000,2.7664
1503849600000,2.7804
1503936000000,2.81
1504022400000,2.7784
1504108800000,2.7774
1504195200000,2.7937
1504454400000,2.8186
1504540800000,2.8102
1504627200000,2.8226
1504713600000,2.8121
1504800000000,2.8157
1505059200000,2.813
1505145600000,2.7967
1505232000000,2.8048
1505318400000,2.7961
1505404800000,2.8001
1505664000000,2.7874
1505750400000,2.7846
1505836800000,2.787
1505923200000,2.7627
1506009600000,2.771
1506268800000,2.7633
1506355200000,2.7987
1506441600000,2.7743
1506528000000,2.7645
1506614400000,2.7722
1507478400000,2.7605
1507564800000,2.7596
1507651200000,2.7486
1507737600000,2.76
1507824000000,2.7625
1508083200000,2.7779
1508169600000,2.7636
1508256000000,2.7544
1508342400000,2.7464
1508428800000,2.7456
1508688000000,2.7381
1508774400000,2.7474
1508860800000,2.7359
1508947200000,2.742
1509033600000,2.7263
1509292800000,2.7262
1509379200000,2.7363
1509465600000,2.7314
1509552000000,2.7303
1509638400000,2.7329
1509897600000,2.7269
1509984000000,2.7402
1510070400000,2.7425
1510156800000,2.7505
1510243200000,2.7562
1510502400000,2.7466
1510588800000,2.7416
1510675200000,2.7472
1510761600000,2.7367
1510848000000,2.7452
1511107200000,2.7596
1511193600000,2.7455
1511280000000,2.744
1511366400000,2.7486
1511452800000,2.7488
1511712000000,2.7497
1511798400000,2.7533
1511884800000,2.7582
1511971200000,2.7402
1512057600000,2.7246
1512316800000,2.7227
1512403200000,2.7249
1512489600000,2.7105
1512576000000,2.6891
1512662400000,2.6742
1512921600000,2.679
1513008000000,2.6712
1513094400000,2.6741
1513180800000,2.6961
1513267200000,2.6919
1513526400000,2.6951
1513612800000,2.7091
1513699200000,2.7029
1513785600000,2.6976
1513872000000,2.7014
1514131200000,2.7113
1514217600000,2.7149
1514304000000,2.7232
1514390400000,2.7307
1514476800000,2.7257
1514649600000,2.7257
1514822400000,2.7486
1514908800000,2.7556
1514995200000,2.7475
1515081600000,2.7582
1515340800000,2.7615
1515427200000,2.7674
1515513600000,2.762
1515600000000,2.7735
1515686400000,2.7792
1515945600000,2.7909
1516032000000,2.7834
1516118400000,2.7719
1516204800000,2.757
1516291200000,2.7514
1516550400000,2.7549
1516636800000,2.7667
1516723200000,2.7737
1516809600000,2.7837
1516896000000,2.77
1517155200000,2.7549
1517241600000,2.7351
1517328000000,2.7356
1517414400000,2.7291
1517500800000,2.7326
1517760000000,2.71
1517846400000,2.7274
1517932800000,2.693
1518019200000,2.688
1518105600000,2.6906
1518364800000,2.6959
1518451200000,2.7063
1518537600000,2.7268
1519228800000,2.7083
1519315200000,2.714
1519574400000,2.7303
1519660800000,2.7179
1519747200000,2.6973
1519833600000,2.6922
1519920000000,2.7033
1520179200000,2.7151
1520265600000,2.7059
1520352000000,2.7172
1520438400000,2.7162
1520524800000,2.7002
1520784000000,2.7021
1520870400000,2.7011
1520956800000,2.7053
1521043200000,2.7037
1521129600000,2.696
1521388800000,2.68
1521475200000,2.6891
1521561600000,2.6913
1521648000000,2.7149
1521734400000,2.7431
1521993600000,2.7354
1522080000000,2.7345
1522166400000,2.7187
1522252800000,2.6925
1522339200000,2.6989
1522598400000,2.7017
1522684800000,2.7177
1522771200000,2.7148
1523203200000,2.7082
1523289600000,2.7128
1523376000000,2.7221
1523462400000,2.7338
1523548800000,2.714
1523808000000,2.7217
1523894400000,2.7278
1523980800000,2.7232
1524067200000,2.7336
1524153600000,2.7215
1524412800000,2.7072
1524499200000,2.7035
1524585600000,2.6974
1524672000000,2.7049
1524758400000,2.6952
1525190400000,2.6904
1525276800000,2.686
1525363200000,2.6867
1525622400000,2.6917
1525708800000,2.6952
1525795200000,2.6878
1525881600000,2.6927
1525968000000,2.6995
1526227200000,2.6967
1526313600000,2.6862
1526400000000,2.6625
1526486400000,2.6464
1526572800000,2.6494
1526832000000,2.6445
1526918400000,2.6513
1527004800000,2.6561
1527091200000,2.6676
1527177600000,2.6794
1527436800000,2.6687
1527523200000,2.6746
1527609600000,2.6791
1527696000000,2.6859
1527782400000,2.6814
1528041600000,2.6698
1528128000000,2.6653
1528214400000,2.669
1528300800000,2.6711
1528387200000,2.6715
1528646400000,2.6727
1528732800000,2.6712
1528819200000,2.6686
1528905600000,2.6792
1528992000000,2.6767
1529337600000,2.6679
1529424000000,2.6528
1529510400000,2.6472
1529596800000,2.6564
1529856000000,2.6608
1529942400000,2.6612
1530028800000,2.6647
1530115200000,2.6591
1530201600000,2.6628
1530288000000,2.6628
1530460800000,2.6632
1530547200000,2.6673
1530633600000,2.6728
1530720000000,2.6717
1530806400000,2.6808
1531065600000,2.6796
1531152000000,2.6711
1531238400000,2.6785
1531324800000,2.6684
1531411200000,2.6665
1531670400000,2.6699
1531756800000,2.667
1531843200000,2.643
1531929600000,2.6511
1532016000000,2.6629
1532275200000,2.672
1532361600000,2.6723
1532448000000,2.6677
1532534400000,2.6734
1532620800000,2.6701
1532880000000,2.6704
1532966400000,2.6739
1533052800000,2.6698
1533139200000,2.6667
1533225600000,2.6654
1533484800000,2.6632
1533571200000,2.6633
1533657600000,2.6591
1533744000000,2.6585
1533830400000,2.6594
1534089600000,2.6641
1534176000000,2.642
1534262400000,2.6366
1534348800000,2.6108
1534435200000,2.6027
1534694400000,2.6185
1534780800000,2.6317
1534867200000,2.6276
1534953600000,2.6292
1535040000000,2.6321
1535299200000,2.639
1535385600000,2.6493
1535472000000,2.6428
1535558400000,2.6458
1535644800000,2.6505
1535904000000,2.6358
1535990400000,2.6272
1536076800000,2.6248
1536163200000,2.6336
1536249600000,2.6378
