date,net_value,code
2023-10-30,0.915,159509
2023-10-27,0.912,159509
2023-10-26,0.915,159509
2023-10-25,0.952,159509
2023-10-24,0.956,159509
2023-10-23,0.943,159509
2023-10-20,0.95,159509
2023-10-19,0.954,159509
2023-10-18,0.971,159509
2023-10-17,0.98,159509
2023-10-16,0.975,159509
2023-10-13,0.988,159509
2023-10-12,0.995,159509
2023-10-11,0.977,159509
2023-10-10,0.972,159509
2023-10-09,0.959,159509
2023-09-28,0.934,159509
2023-09-27,0.927,159509
2023-09-26,0.933,159509
2023-09-25,0.941,159509
2023-09-22,0.941,159509
2023-09-21,0.952,159509
2023-09-20,0.973,159509
2023-09-19,0.975,159509
2023-09-18,0.976,159509
2023-09-15,0.996,159509
2023-09-14,0.995,159509
2023-09-13,0.985,159509
2023-09-12,0.997,159509
2023-09-11,0.991,159509
2023-09-08,1.0,159509
2023-09-07,0.992,159509
2023-09-06,1.004,159509
2023-09-05,1.002,159509
2023-09-04,1.002,159509
2023-09-01,0.996,159509
2023-08-31,0.995,159509
