date,net_value,code
2024-02-05,1.696,513500
2024-02-02,1.688,513500
2024-02-01,1.66,513500
2024-01-31,1.674,513500
2024-01-30,1.681,513500
2024-01-29,1.661,513500
2024-01-26,1.654,513500
2024-01-25,1.666,513500
2024-01-24,1.674,513500
2024-01-23,1.656,513500
2024-01-22,1.652,513500
2024-01-19,1.626,513500
2024-01-18,1.61,513500
2024-01-17,1.609,513500
2024-01-16,1.617,513500
2024-01-15,1.624,513500
2024-01-12,1.616,513500
2024-01-11,1.622,513500
2024-01-10,1.61,513500
2024-01-09,1.61,513500
2024-01-08,1.584,513500
2024-01-05,1.583,513500
2024-01-04,1.589,513500
2024-01-03,1.595,513500
2024-01-02,1.607,513500
2023-12-29,1.602,513500
2023-12-28,1.605,513500
2023-12-27,1.608,513500
2023-12-26,1.605,513500
2023-12-25,1.6,513500
2023-12-22,1.596,513500
2023-12-21,1.588,513500
2023-12-20,1.609,513500
2023-12-19,1.6,513500
2023-12-18,1.592,513500
2023-12-15,1.587,513500
2023-12-14,1.592,513500
2023-12-13,1.577,513500
2023-12-12,1.566,513500
2023-12-11,1.559,513500
2023-12-08,1.545,513500
2023-12-07,1.533,513500
2023-12-06,1.546,513500
2023-12-05,1.535,513500
2023-12-04,1.547,513500
2023-12-01,1.538,513500
2023-11-30,1.531,513500
2023-11-29,1.532,513500
2023-11-28,1.534,513500
2023-11-27,1.534,513500
2023-11-24,1.535,513500
2023-11-23,1.533,513500
2023-11-22,1.528,513500
2023-11-21,1.53,513500
2023-11-20,1.525,513500
2023-11-17,1.54,513500
2023-11-16,1.541,513500
2023-11-15,1.539,513500
2023-11-14,1.518,513500
2023-11-13,1.512,513500
2023-11-10,1.493,513500
2023-11-09,1.504,513500
2023-11-08,1.498,513500
2023-11-07,1.491,513500
2023-11-06,1.494,513500
2023-11-03,1.485,513500
2023-11-02,1.463,513500
2023-11-01,1.445,513500
2023-10-31,1.431,513500
2023-10-30,1.427,513500
2023-10-27,1.433,513500
2023-10-26,1.433,513500
2023-10-25,1.456,513500
2023-10-24,1.455,513500
2023-10-23,1.457,513500
2023-10-20,1.467,513500
2023-10-19,1.485,513500
2023-10-18,1.504,513500
2023-10-17,1.506,513500
2023-10-16,1.496,513500
2023-10-13,1.497,513500
2023-10-12,1.51,513500
2023-10-11,1.499,513500
2023-10-10,1.489,513500
2023-10-09,1.469,513500
2023-09-28,1.471,513500
2023-09-27,1.475,513500
2023-09-26,1.484,513500
2023-09-25,1.49,513500
2023-09-22,1.493,513500
2023-09-21,1.512,513500
2023-09-20,1.529,513500
2023-09-19,1.53,513500
2023-09-18,1.531,513500
2023-09-15,1.548,513500
2023-09-14,1.536,513500
2023-09-13,1.53,513500
2023-09-12,1.541,513500
2023-09-11,1.536,513500
2023-09-08,1.544,513500
2023-09-07,1.535,513500
2023-09-06,1.548,513500
