date,net_value,code
2024-08-26,5.538,518880
2024-08-27,5.534,518880
2024-08-28,5.528,518880
2024-08-29,5.535,518880
2024-08-30,5.522,518880
2024-09-02,5.491,518880
2024-09-03,5.501,518880
2024-09-04,5.463,518880
2024-09-05,5.502,518880
2024-09-06,5.517,518880
2024-09-09,5.477,518880
2024-09-10,5.513,518880
2024-09-11,5.542,518880
2024-09-12,5.531,518880
2024-09-13,5.611,518880
2024-09-18,5.609,518880
2024-09-19,5.6,518880
2024-09-20,5.663,518880
2024-09-23,5.711,518880
2024-09-24,5.697,518880
2024-09-25,5.74,518880
2024-09-26,5.751,518880
2024-09-27,5.708,518880
2024-09-30,5.707,518880
2024-10-08,5.714,518880
2024-10-09,5.64,518880
2024-10-10,5.676,518880
2024-10-11,5.739,518880
2024-10-14,5.799,518880
2024-10-15,5.799,518880
2024-10-16,5.884,518880
2024-10-17,5.905,518880
2024-10-18,5.945,518880
2024-10-21,6.02,518880
2024-10-22,6.018,518880
2024-10-23,6.056,518880
2024-10-24,5.995,518880
2024-10-25,5.998,518880
2024-10-28,6.017,518880
2024-10-29,6.068,518880
2024-10-30,6.14,518880
2024-10-31,6.103,518880
2024-11-01,6.051,518880
2024-11-04,6.006,518880
2024-11-05,6.006,518880
2024-11-06,5.994,518880
2024-11-07,5.86,518880
2024-11-08,5.898,518880
2024-11-11,5.905,518880
2024-11-12,5.807,518880
2024-11-13,5.796,518880
2024-11-14,5.68,518880
2024-11-15,5.683,518880
2024-11-18,5.758,518880
2024-11-19,5.858,518880
2024-11-20,5.857,518880
2024-11-21,5.933,518880
2024-11-22,6.01,518880
2024-11-25,5.916,518880
2024-11-26,5.844,518880
2024-11-27,5.899,518880
2024-11-28,5.869,518880
2024-11-29,5.923,518880
2024-12-02,5.872,518880
2024-12-03,5.931,518880
2024-12-04,5.929,518880
2024-12-05,5.927,518880
2024-12-06,5.903,518880
2024-12-09,5.936,518880
2024-12-10,5.961,518880
2024-12-11,6.011,518880
2024-12-12,6.052,518880
2024-12-13,6.001,518880
2024-12-16,5.947,518880
2024-12-17,5.94,518880
2024-12-18,5.932,518880
2024-12-19,5.885,518880
2024-12-20,5.892,518880
2024-12-23,5.951,518880
2024-12-24,5.921,518880
2024-12-25,5.936,518880
2024-12-26,5.94,518880
2024-12-27,5.945,518880
2024-12-30,5.923,518880
2024-12-31,5.928,518880
2025-01-02,5.977,518880
2025-01-03,6.029,518880
2025-01-06,5.99,518880
2025-01-07,6.0,518880
2025-01-08,6.03,518880
2025-01-09,6.065,518880
2025-01-10,6.105,518880
2025-01-13,6.12,518880
2025-01-14,6.068,518880
2025-01-15,6.102,518880
2025-01-16,6.122,518880
2025-01-17,6.139,518880
2025-01-20,6.127,518880
2025-01-21,6.127,518880
2025-01-22,6.181,518880
2025-01-23,6.187,518880
2025-01-24,6.218,518880
2025-01-27,6.202,518880
2025-02-05,6.439,518880
2025-02-06,6.402,518880
2025-02-07,6.42,518880
2025-02-10,6.518,518880
2025-02-11,6.584,518880
2025-02-12,6.538,518880
2025-02-13,6.57,518880
2025-02-14,6.605,518880
2025-02-17,6.494,518880
2025-02-18,6.555,518880
2025-02-19,6.598,518880
2025-02-20,6.619,518880
2025-02-21,6.568,518880
2025-02-24,6.581,518880
2025-02-25,6.582,518880
2025-02-26,6.519,518880
2025-02-27,6.492,518880
2025-02-28,6.444,518880
2025-03-03,6.451,518880
2025-03-04,6.499,518880
2025-03-05,6.547,518880
2025-03-06,6.535,518880
2025-03-07,6.526,518880
2025-03-10,6.544,518880
2025-03-11,6.505,518880
2025-03-12,6.526,518880
2025-03-13,6.575,518880
2025-03-14,6.673,518880
2025-03-17,6.677,518880
2025-03-18,6.727,518880
2025-03-19,6.8,518880
2025-03-20,6.807,518880
2025-03-21,6.774,518880
2025-03-24,6.78,518880
2025-03-25,6.774,518880
2025-03-26,6.795,518880
2025-03-27,6.812,518880
2025-03-28,6.938,518880
2025-03-31,7.012,518880
2025-04-01,7.056,518880
2025-04-02,7.029,518880
2025-04-03,7.094,518880
2025-04-07,6.877,518880
2025-04-08,6.925,518880
2025-04-09,7.012,518880
2025-04-10,7.164,518880
2025-04-11,7.273,518880
2025-04-14,7.327,518880
2025-04-15,7.325,518880
2025-04-16,7.503,518880
2025-04-17,7.565,518880
2025-04-18,7.583,518880
2025-04-21,7.724,518880
2025-04-22,7.982,518880
2025-04-23,7.5,518880
2025-04-24,7.582,518880
2025-04-25,7.53,518880
2025-04-28,7.465,518880
2025-04-29,7.517,518880
2025-04-30,7.471,518880
2025-05-06,7.612,518880
2025-05-07,7.671,518880
2025-05-08,7.557,518880
2025-05-09,7.531,518880
2025-05-12,7.376,518880
2025-05-13,7.332,518880
2025-05-14,7.277,518880
2025-05-15,7.062,518880
2025-05-16,7.177,518880
2025-05-19,7.222,518880
2025-05-20,7.209,518880
2025-05-21,7.439,518880
2025-05-22,7.45,518880
2025-05-23,7.454,518880
2025-05-26,7.425,518880
2025-05-27,7.366,518880
2025-05-28,7.375,518880
2025-05-29,7.3,518880
2025-05-30,7.369,518880
2025-06-03,7.478,518880
2025-06-04,7.474,518880
2025-06-05,7.483,518880
2025-06-06,7.481,518880
2025-06-09,7.4,518880
2025-06-10,7.405,518880
2025-06-11,7.428,518880
2025-06-12,7.497,518880
2025-06-13,7.588,518880
2025-06-16,7.563,518880
2025-06-17,7.499,518880
2025-06-18,7.503,518880
2025-06-19,7.465,518880
2025-06-20,7.436,518880
2025-06-23,7.464,518880
2025-06-24,7.372,518880
2025-06-25,7.392,518880
2025-06-26,7.405,518880
2025-06-27,7.326,518880
2025-06-30,7.314,518880
2025-07-01,7.397,518880
2025-07-02,7.394,518880
2025-07-03,7.445,518880
2025-07-04,7.407,518880
2025-07-07,7.355,518880
2025-07-08,7.398,518880
2025-07-09,7.314,518880
2025-07-10,7.371,518880
2025-07-11,7.376,518880
2025-07-14,7.44,518880
2025-07-15,7.436,518880
2025-07-16,7.402,518880
2025-07-17,7.397,518880
2025-07-18,7.403,518880
2025-07-21,7.446,518880
2025-07-22,7.474,518880
2025-07-23,7.548,518880
2025-07-24,7.424,518880
2025-07-25,7.409,518880
2025-07-28,7.388,518880
2025-07-29,7.363,518880
2025-07-30,7.377,518880
2025-07-31,7.35,518880
2025-08-01,7.352,518880
2025-08-04,7.446,518880
2025-08-05,7.455,518880
2025-08-06,7.468,518880
2025-08-07,7.484,518880
2025-08-08,7.508,518880
2025-08-11,7.429,518880
2025-08-12,7.399,518880
2025-08-13,7.415,518880
2025-08-14,7.424,518880
2025-08-15,7.401,518880
2025-08-18,7.413,518880
2025-08-19,7.391,518880
2025-08-20,7.374,518880
2025-08-21,7.394,518880
2025-08-22,7.378,518880
2025-08-25,7.427,518880
2025-08-26,7.449,518880
2025-08-27,7.45,518880
2025-08-28,7.468,518880
2025-08-29,7.486,518880
2025-09-01,7.647,518880
2025-09-02,7.67,518880
2025-09-03,7.768,518880
2025-09-04,7.75,518880
2025-09-05,7.775,518880
2025-09-08,7.847,518880
2025-09-09,7.966,518880
2025-09-10,7.947,518880
2025-09-11,7.923,518880
2025-09-12,7.954,518880
2025-09-15,7.931,518880
2025-09-16,8.032,518880
2025-09-17,7.964,518880
2025-09-18,7.862,518880
2025-09-19,7.898,518880
