2025-10-23,1.8505,19.048905701162
2025-10-22,1.8654,18.097995068082
2025-10-21,1.8755,16.928818981605
2025-10-20,1.8488,17.26525313717
2025-10-17,1.8408,13.917861799218
2025-10-16,1.8428,15.63924462774
2025-10-15,1.8212,14.539863826049
2025-10-14,1.8408,10.006518904824
2025-10-13,1.7922,14.942528735632
2025-10-10,1.8674,11.438363500054
2025-10-09,1.8284,14.854517611026
2025-09-30,1.8224,13.147497805092
2025-09-29,1.8193,13.340295718133
2025-09-26,1.8148,11.747851002865
2025-09-25,1.8175,11.251719394773
2025-09-24,1.826,11.281489594743
2025-09-23,1.8409,10.380792003911
2025-09-22,1.8288,10.509623797025
2025-09-19,1.8133,9.4137759885292
2025-09-18,1.784,9.02466367713
2025-09-17,1.7958,7.1945650963359
2025-09-16,1.7992,7.8257003112495
2025-09-15,1.776,7.3198198198198
2025-09-12,1.7661,7.0154577883472
2025-09-11,1.761,7.7228847245883
2025-09-10,1.7476,8.7777523460746
2025-09-09,1.7412,7.569492304158
2025-09-08,1.7303,7.553603421372
2025-09-05,1.7221,9.1109691655537
2025-09-04,1.7104,8.8634237605239
2025-09-03,1.6829,8.2060728504367
2025-09-02,1.6961,7.0101998702907
2025-09-01,1.6953,6.4118445112959
2025-08-29,1.7201,7.7262949828498
2025-08-28,1.7061,9.3136392942969
2025-08-27,1.7048,10.746128578132
2025-08-26,1.6967,9.6245653327047
2025-08-25,1.7011,9.6937275880313
2025-08-22,1.6717,9.9479571693486
2025-08-21,1.6795,10.509080083358
2025-08-20,1.6919,8.7534724274484
2025-08-19,1.7242,8.1661060201833
2025-08-18,1.7286,8.9899340506769
2025-08-15,1.7394,10.44038174083
2025-08-14,1.7412,9.464736963014
2025-08-13,1.747,8.8723526044648
2025-08-12,1.7175,8.82096069869
2025-08-11,1.7255,7.6789336424225
2025-08-08,1.7042,6.9123342330712
2025-08-07,1.6988,7.2521780080056
2025-08-06,1.6751,7.3965733389051
2025-08-05,1.6885,7.0772875333136
2025-08-04,1.6523,6.2760999818435
2025-08-01,1.6856,5.1850972947318
2025-07-31,1.6852,7.2276287680987
2025-07-30,1.6813,4.9782906084577
2025-07-29,1.6829,5.294432230079
2025-07-28,1.6704,6.0823754789272
2025-07-25,1.6653,5.566564582958
2025-07-24,1.6552,7.0565490575157
2025-07-23,1.6482,7.511224365975
2025-07-22,1.6662,5.9896771095907
2025-07-21,1.6547,6.6658608811265
2025-07-18,1.6544,5.536750483559
2025-07-17,1.644,6.2043795620438
2025-07-16,1.6421,4.4394373058888
2025-07-15,1.629,5.8931860036832
2025-07-14,1.6264,3.5415641908509
2025-07-11,1.6293,3.7255262996379
2025-07-10,1.6326,3.0871003307607
2025-07-09,1.6158,3.0449313033792
2025-07-08,1.6112,3.9597815292949
2025-07-07,1.6239,2.3462035839645
2025-07-04,1.6237,2.4819855884708
2025-07-03,1.6062,3.5985555970614
2025-07-02,1.5883,3.6957753573003
2025-07-01,1.6115,1.3962147067949
2025-06-30,1.5999,3.5689730608163
2025-06-27,1.5962,2.1801779225661
2025-06-26,1.5823,0.73942994375278
2025-06-25,1.5665,0.3511011809767
2025-06-24,1.5406,2.0381669479424
2025-06-23,1.5269,0.39950225948
2025-06-20,1.5406,0.090873685577053
2025-06-19,1.5413,0.11029650295205
2025-06-18,1.5408,1.116303219107
2025-06-17,1.5523,0.56045867422534
2025-06-16,1.526,2.0314547837484
2025-06-13,1.5505,-0.54821025475653
2025-06-12,1.5458,0.78923534739292
2025-06-11,1.5476,1.0597053502197
2025-06-10,1.5363,1.4775759942719
2025-06-09,1.5305,1.9274746814766
2025-06-06,1.5179,2.641807760722
2025-06-05,1.5245,2.0006559527714
2025-06-04,1.5141,2.8333663562512
2025-06-03,1.4844,3.9477229857181
2025-05-30,1.4884,3.0636925557646
2025-05-29,1.4823,5.9839438710113
2025-05-28,1.4861,3.5596527824507
2025-05-27,1.4505,4.9293347121682
2025-05-26,1.4523,3.5598705501618
2025-05-23,1.4683,1.6822175304774
2025-05-22,1.4657,2.6130858975234
2025-05-21,1.4812,1.4717796381312
2025-05-20,1.4877,2.3055723600188
2025-05-19,1.4871,1.0691950776679
2025-05-16,1.4856,2.652127086699
2025-05-15,1.4923,2.5263016819674
2025-05-14,1.4774,4.3048598889942
2025-05-13,1.446,2.4896265560166
2025-05-12,1.3823,5.9827823193229
2025-05-09,1.3837,3.6351810363518
2025-05-08,1.3664,5.4596018735363
2025-05-07,1.3666,3.9075076833016
2025-05-06,1.3358,5.9290312921096
2025-04-30,1.3346,4.3758429491983
2025-04-29,1.3309,4.9665639792622
2025-04-28,1.3344,4.8411270983213
2025-04-25,1.3128,6.1852528945765
2025-04-24,1.2683,6.0474651107782
2025-04-23,1.2314,11.336689946402
2025-04-22,1.2024,9.7804391217565
2025-04-21,1.2335,6.9314957438184
2025-04-18,1.2337,7.4815595363541
2025-04-17,1.2427,7.9101955419651
2025-04-16,1.2858,3.5153212008088
2025-04-15,1.2852,6.6760037348273
2025-04-14,1.2814,8.9433432183549
2025-04-11,1.2541,8.444302687186
2025-04-10,1.3165,4.3676414736043
2025-04-09,1.1597,7.7002673105113
2025-04-08,1.1802,6.4226402304694
